Experiments,FPabs<--ACabs,FPabs<--BAabs,FPabs<--BHabs,FPabs<--BLabs,FPabs<--BUabs,FPabs<--CAabs,FPabs<--CCabs,FPabs<--CHabs,FPabs<--DFabs,FPabs<--ELabs,FPabs<--ERabs,FPabs<--FPabs,FPabs<--PCabs,FPabs<--PJabs,FPabs<--RIabs,FPabs<--pH,FPabs<--Lactate,FPabs<--Butyrate,FPabs<--Acetate,FPabs<--AcGum,FPabs<--ArGal,FPabs<--Inulin,FPabs<--Pectin,FPabs<--Starch,FPabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BU-CC-RI-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.20634920634916665,0.0,0.6687063737793209,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BU-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Xylan,-0.007302732827762763,-0.013553644116553996,-0.015413191893862354,0.0,-0.04480985469288296,0.0,0.0,-0.0005102200019690725,-0.005619698307580418,-0.016242275221480265,-0.010893541905615065,0.022379549116724066,0.0,0.0,-0.0073073502216074206,0.0,0.0,0.0,0.0,0.0,0.0,0.1237092994981342,0.0243893110503753,0.0,0.023095482029020786,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BH-BU-CH-DF-EL-ER-FP-RI-5Inulin-1Pectin,-0.021640890464186668,-0.012723957188427448,-0.01843985030427575,0.0,-0.058286551758646964,0.0,0.0,0.006603613123297691,-0.005262831225991249,-0.00948793264105916,-0.017565638944506645,0.0836178420111537,0.0,0.0,-0.010012452863156796,0.0,0.0,0.0,0.0,0.0,0.0,0.08816002327948809,0.037667283602058885,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CH-DF-ER-FP-RI-3Inulin-1Pectin-2Starch,-0.010377166420221328,-0.018198777548968793,-0.020631878823041915,0.0,-0.038852717354893686,0.0,0.0,0.01066105356439948,-0.0019596765749156477,0.0,-0.005458367243409157,0.03843635581433773,0.0,0.0,-0.010401784256100655,0.0,0.0,0.0,0.0,0.0,0.0,0.10894165337085723,0.034356831759214404,0.045578171499073505,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.7142857142856683,0.0,0.0,0.9160361284648569,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.0
AC-BA-BH-BU-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,-0.02868500994518399,-0.023620003275573252,-0.020103214401751758,0.0,-0.04522438691928983,0.0,0.0,0.004502607602626085,-0.013863470591604709,0.0,-0.003535496536642313,0.06580312922596931,0.0,0.0,-0.0060895180329680445,0.0,0.0,0.0,0.0,0.0,0.0,0.1433017821982503,0.041267238184809686,0.0,0.018229265045374633,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BH-BU-PC-PJ-RI-ArGal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999950002499775,0.6687063737793209,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-CA-CC-CH-DF-EL-FP-PJ-RI-Starch,-0.002529310155659914,0.010550219099968672,-0.004086027946323156,0.0,0.0,0.0023913598619401456,0.006006999872624874,0.005167675111442805,-0.002871832996606827,0.005399200599640608,0.0,0.0022452025674283504,0.0,0.0014818273484706879,-0.001861706655472517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01594819240272045,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.6881322633868306,0.0,0.7142857142856683,0.0,0.999950002499775,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-CA-CC-CH-DF-ER-FP-PJ-RI-Xylan,-0.0019399717450141907,0.0023085005581378938,-0.0020580995827913285,0.0,0.0,0.00052542295306921,-0.0017102068290114404,-0.00027350233867764475,-0.006607542838901281,0.0,-0.0031414130702614785,-0.006471321452409029,0.0,0.010646102484315634,0.0052130697295069695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003508962132036686,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.7142857142856683,0.0,0.999950002499775,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-CA-CC-CH-DF-FP-PJ-RI-Starch,-0.007141624000810441,-0.0024847302231050675,0.0008569438720033283,0.0,0.0,-0.0015771599220378058,0.014177888454425903,0.001190383696839923,-0.004826995233694713,0.0,0.0,-0.002329736238434201,0.0,0.01566249362769581,0.0039157866544666745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014035854311216445,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.7142857142856683,0.0,0.999950002499775,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-CA-CC-DF-EL-ER-FP-RI-Starch,0.009977009945682116,-0.005726307896631104,-0.00361991904321171,0.0,0.0,0.0003630745978582473,0.023208883812739736,0.0,-0.005267198064497539,0.02196901176302206,0.013357179328089669,0.003423873157728286,0.0,0.0,-0.012580903867880503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009141911885568075,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.6881322633868306,0.999950002499775,0.7142857142856683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-CA-CC-EL-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.6881322633868306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-CA-CH-DF-EL-ER-FP-RI-3Inulin-1Pectin-2Starch,-0.033362425242861114,-0.019055635771817632,-0.013906153953737684,0.0,0.0,0.0016794231616788441,0.0,-0.002691151781214608,-0.007082651265793377,0.008952684183087613,-0.00856389912466208,0.10906833803488149,0.0,0.0,-0.018512332604991064,0.0,0.0,0.0,0.0,0.0,0.0,0.10876255089210139,0.03606140458335479,0.037545005273487836,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.0
AC-BA-BH-CA-CH-DF-EL-ER-FP-RI-ArGal,-0.0016356794429676874,-0.004471447407489731,-0.003528977699932598,0.0,0.0,0.0014929697804507754,0.0,0.007178051397204399,0.00048536000152428943,0.0025970180119786945,-0.002223734433452288,0.004041911147180058,0.0,0.0,-0.002279765016975857,0.0,0.0,0.0,0.0,0.0,-0.0016557063375200545,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.6881322633868306,0.999950002499775,0.7142857142856683,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-CA-CH-DF-EL-ER-PJ-RI-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.6881322633868306,0.999950002499775,0.0,0.0,0.999950002499775,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-CA-CH-DF-FP-Inulin,-0.011518444994400287,-0.00761943618799078,-0.03465266667049507,0.0,0.0,0.022672105195193457,0.0,0.002008847378451249,-0.0042368231405471935,0.0,0.0,0.12714880473654847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12369126698066449,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-CA-CH-DF-FP-RI-Inulin,-0.017180642841950707,-0.017254948777996975,-0.03161587922469429,0.0,0.0,0.02003593386515327,0.0,0.015479943998481916,-0.010654969059902689,0.0,0.0,0.08483546664533408,-0.011654257288445597,0.0,-0.018677742098984512,0.0,0.0,0.0,0.0,0.0,0.0,0.11108817241114119,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.0,1.0,0.20634920634916665,0.0,0.6687063737793209,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-CA-CH-EL-PC-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.6999650017498125,0.0,0.0,0.7936507936507142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-CA-CH-PJ-Inulin-Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.5,0.5,0.0,0.0
AC-BA-BH-CC-EL-PC-PJ-RI-ArGal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.6999650017498125,0.0,0.0,1.0,0.999950002499775,0.6687063737793209,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-CC-PC-RI-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6687063737793209,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-CH-PJ-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-ER-FP-PJ-RI-Inulin,0.014576223004480889,-0.011416362534309256,-0.031103837335931844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004550783284779252,0.09790306101585257,0.0,-0.009077434010546783,-0.01905550859097777,0.0,0.0,0.0,0.0,0.0,0.0,0.1076430388051888,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.7142857142856683,0.0,0.999950002499775,1.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-FP-PJ-Inulin,0.012163248501325908,-0.005429524340127644,-0.02517975827581004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12321825796052029,0.0,0.008544143485395532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11548473411484768,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.999950002499775,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-FP-Pectin,0.07177717495295736,-0.02402051952150133,-0.007319868852694829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059273344692256716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054357623474465475,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857141709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-4Inulin-2Starch,-0.0063370099912087125,0.0014263232135110432,0.0,-0.0422622159951263,-0.04844371032797628,-0.0038096244550413555,0.005109992085231675,-0.001279112779431873,0.0028936368309789235,-0.00063938626812564,-0.014477657671603892,0.05515175157537063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037891726113028,0.0,0.020694077325363953,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Starch,-0.04288055922370404,-0.00849323533475399,0.0,-0.026082401163876057,-0.022840583347715437,-0.014632213395088911,0.0016834083944559097,-0.003160963300615549,0.00754477537702769,0.007346632773987949,-0.023438657401129603,0.04884121613577008,0.0,0.0,-0.004243028350174427,0.0,0.0,0.0,0.0,0.0,0.0,0.047973226639442146,0.037114614504389465,0.021664649480953813,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-RI-5Inulin-1Pectin,-0.014191726989605847,0.004768645829137634,0.0,-0.05656748275984736,-0.028618046794744098,-0.012930791167651905,-0.004667812300955548,-0.006075154661255724,0.007271482225726633,0.0034605519955649097,-0.029297547634033597,0.07984756097635802,0.0,0.0,-0.005435157676830012,0.0,0.0,0.0,0.0,0.0,0.0,0.0566788579830352,0.04051164975937675,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-PJ-RI-4Inulin-2Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.999950002500375,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-RI-4Inulin-2Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-RI-5Inulin-1Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-RI-5Inulin-1Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.0,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-3Inulin-2Pectin-1Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-4Inulin-2Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-5Inulin-1Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-3Inulin-2Pectin-1Starch,-0.019461271973947685,-0.005392516445782449,0.0,-0.013434814910093943,-0.023279534342388313,-0.004681398574676778,0.0032189970629082788,0.009004920307132933,0.003439126225809256,0.0,-0.018594610401325755,0.05146188195794821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04738593494726552,0.06471838388178083,0.02399029303342104,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-4Inulin-1Pectin-1Starch,-0.03264819478823079,-0.006693030190136697,0.0,-0.030802219174802303,-0.020218275176982086,-0.011826604190799925,-0.004886791937881046,-0.0014450884320669705,0.0010590774731503592,0.0,-0.009115563395122686,0.05157602702577909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07444775611576107,0.026113181374967098,0.013366652445660697,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-4Inulin-1Pectin-1Xylan,-0.030603642161521647,-0.013509614082674185,0.0,-0.03509659951345788,-0.022597052570846345,-0.005417249475916226,-0.002908319545288881,0.0060679614543914795,0.00421585308180915,0.0,-0.03123557215763463,0.04573637226389514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06442214921116829,0.05305632452170054,0.0,0.020385618425077863,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-5Inulin-1Pectin,-0.022750029247254132,-0.017693209555000068,0.0,-0.054890850372612474,-0.022594332136213778,-0.012122813239693641,0.0013074632734060287,0.0014729712158441544,0.002702749241143465,0.0,-0.027470296993851662,0.07844245824962855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692145174369217,0.030105237662792207,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Starch,-0.02820879067568218,-0.0060680491082808555,0.0,-0.02667616943226141,-0.009154408512746586,-0.01996395375360461,0.00715457067331847,0.0024951985653708965,-0.0011222107226357741,0.0,-0.01930284993175198,0.046847901252262736,0.0,0.0,-0.008310179719153573,0.0,0.0,0.0,0.0,0.0,0.0,0.0492956651484265,0.035010395352454746,0.01022021209492403,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,-0.04255145076004898,-0.014158471323111477,0.0,-0.019890565425157547,-0.014796275755061823,-0.008824356119422352,0.012357132728485501,-0.00420717171886388,-0.001769326627254486,0.0,-0.018470468876116416,0.033601924229194134,0.0,0.0,-0.012889470685930812,0.0,0.0,0.0,0.0,0.0,0.0,0.06847572480054463,0.02126436768209233,0.0,0.007867003078846371,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-2Pectin,-0.034945174637768,-0.005522771531509029,0.0,-0.03457618339194192,-0.01518478865424792,-0.0036935537225670284,0.0040272679179906845,0.0032364213839173317,-0.004776573015583886,0.0,-0.03207580465823412,0.04510954384588533,0.0,0.0,-0.005580119892126984,0.0,0.0,0.0,0.0,0.0,0.0,0.10305884376996094,0.06314761181258494,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-5Inulin-1Pectin,-0.05512121754388014,-0.0146869161269731,0.0,-0.05670746881514788,0.0001320036956005626,-0.003584156640701824,-0.002817251926494969,-0.0018433254833022754,0.0006786207151081827,0.0,-0.028798036173813872,0.056641812746723495,0.0,0.0,-0.009021845956643423,0.0,0.0,0.0,0.0,0.0,0.0,0.068404170891477,0.04791182176106506,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-5Inulin-1Starch,-0.017060879514449172,-0.013069411739706993,0.0,-0.04131277516070339,-0.015248134732246399,-0.010865545624660121,0.00998688716855314,-0.001693745350672139,-0.00010468955669138167,0.0,-0.014769621400369538,0.0459094498720434,0.0,0.0,-0.002083800526128875,0.0,0.0,0.0,0.0,0.0,0.0,0.031713597683442965,0.0,0.012101444312267833,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.0,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-RI-4Inulin-2Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
