Experiments,ELabs<--ACabs,ELabs<--BAabs,ELabs<--BHabs,ELabs<--BLabs,ELabs<--BUabs,ELabs<--CAabs,ELabs<--CCabs,ELabs<--CHabs,ELabs<--DFabs,ELabs<--ELabs,ELabs<--ERabs,ELabs<--FPabs,ELabs<--PCabs,ELabs<--PJabs,ELabs<--RIabs,ELabs<--pH,ELabs<--Lactate,ELabs<--Butyrate,ELabs<--Acetate,ELabs<--AcGum,ELabs<--ArGal,ELabs<--Inulin,ELabs<--Pectin,ELabs<--Starch,ELabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,0.0095485036727041,-0.025870174868032336,0.0,0.006875097285956144,0.009620937751606107,-0.0027040261775255203,-0.010565388482064009,0.026277323719114065,0.008679624646902084,0.2151661452371627,0.012763106962665915,0.006589084398001432,-0.005077359499409795,0.01067774323746562,-0.012478718999773264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042494997382164,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,-0.0021164549980312586,-0.035897121066227555,0.0,0.003313910332508385,-0.022294730180874467,0.01444669219199568,-0.021691757487133145,0.019607948139309883,0.0064321947284042835,0.19253012421540916,-0.019768752623349428,-0.0004970547743141651,0.011457588989287615,0.0022627321304753423,-0.013272695243358612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08608913293574005,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,0.006285926676355302,-0.009397292276844382,0.0,0.01506862137466669,-0.02793850877787918,-0.0031327293254435062,-0.015195055166259408,0.020306658698245883,0.004011047538369894,0.17286078992765397,-0.0022048435639590025,-0.004393887938931584,0.009344273712486029,-0.008509865961968899,-0.016089715994894505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0924820612417534,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,0.002624059561640024,0.0,-0.006393493385985494,0.009731997037306428,-0.003417355939745903,0.008340758737176657,-0.022536759730428457,0.02733736764639616,0.0029762103222310543,0.261958314338699,0.0024127564392983913,-0.009293041890487075,0.011282174848020077,-0.0022399136796593666,-0.031753966584801674,0.0,0.0,0.0,0.0,0.009311702102422714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.008922923356294632,0.0,-0.011356125275293985,-0.000550133486588796,0.007331049690643947,0.022218958474695683,-0.018400037350753944,0.030717672780156136,0.0005836163957913717,0.2669887648274501,-0.012895693381627401,-0.008971763464311758,-0.0121057890355587,-0.005096520607670148,-0.019663944219549496,0.0,0.0,0.0,0.0,-0.00936273547510306,0.0001067693034807841,-0.0054443345094720525,0.006403384730219841,-0.011588507642348608,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.002986426775654157,0.0,-0.010655881216128668,0.007222418983777364,0.0018673414985338848,0.014655066964526972,-0.01775449886918068,0.023767899721860886,-0.0006806806971629461,0.24170786452790102,-2.2710611422856648e-05,-0.004104924077788989,-0.00880183403690656,-0.015849466435611248,-0.02245551037291686,0.0,0.0,0.0,0.0,-0.005479477345943451,0.002667450656493505,-0.007841801891724268,0.0012851028392712276,0.0,-0.020455405736962955,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.002575938900311788,0.0,-0.011624665620426336,0.00035290451099475223,0.0028906560813387236,0.015115777030587196,-0.02689751734336217,0.026270186218122642,0.0031144879758358,0.2287591186662515,-0.007889975483218828,-0.007521206513047218,-0.007399465578297774,-0.007732125620047252,-0.026750473305583,0.0,0.0,0.0,0.0,-0.006445328705012798,0.0023881842692693076,-0.0045455942551294965,0.0,-0.011140449903905392,-0.02170588169246912,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.0010099665572245915,0.0,-0.008951869482795397,-0.0035823509097099304,-0.005104730526606242,0.024458191357553005,-0.015584034224351248,0.029934741867085297,-0.000553542748093605,0.23604851278165975,-0.00723833404481411,-0.006398177705705166,-0.011621175023416678,-0.014657375713189444,-0.02457352727651596,0.0,0.0,0.0,0.0,-0.00997142152239879,0.0012835984428723652,0.0,0.005075512764354547,-0.013370546822746595,-0.026560591533780098,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.001654823621114095,0.0,-0.0074557748933633166,-0.0013812069470683734,0.00010397533575693767,0.013608362215260664,-0.016802813857793808,0.02676106213281552,0.0010634548962116241,0.2355460279310743,-0.008161519964536032,-0.009891901475687822,-0.011244791249434153,-0.007382405921816826,-0.029637697152793407,0.0,0.0,0.0,0.0,-0.006766765067974727,0.0,-0.006554044783115387,0.0044698212295770645,-0.016054555773735046,-0.0240943127622207,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,-0.002876786980777979,0.0,-0.008446933701634407,0.004335351753979921,-0.007946646772325039,0.023247009608894587,-0.020413790363818407,0.026358648668974638,0.0013273577205836773,0.2709713112562895,-0.006566004361957312,-0.010868546552956104,0.0026749419048428535,-0.01769562205299735,-0.021537437103688717,0.0,0.0,0.0,0.0,0.0,-0.013534842059016228,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.005970119498670101,0.0,-0.011284182934711376,-0.0034721270203590393,0.012173960916697979,0.024515617017944653,-0.017570412407318752,0.02437170936415593,-0.0011475303520758946,0.2509519538531701,-0.011406208698948225,-0.0059315503264466924,-0.00847883615642786,-0.009385629867513975,-0.02693684957921505,0.0,0.0,0.0,0.0,0.0,0.0011796577212711175,-0.004528954314688842,0.0036058935026327768,-0.01616053469479084,-0.021390723064541817,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,0.006921619875356555,0.0,-0.008897556690499187,-0.011413712985813618,0.020336439833045006,0.013587913010269403,-0.018275067443028092,0.026299142744392157,0.001501698512583971,0.21788961277343333,-0.015120391733944416,-0.0030195745639503,-0.024105737800709903,-0.00015204236842691898,-0.023144681355915964,0.0,0.0,0.0,0.0,0.0,0.0,-0.058847285341471434,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,0.013918249402195215,0.0,-0.0027899742126464844,0.0026372794527560472,0.0008837271016091108,0.01410773047246039,-0.004958003759384155,0.035406571347266436,0.001974171493202448,0.241075781872496,-0.005184478592127562,-0.004666787572205067,-0.021539206034503877,-0.0008784100646153092,-0.024537522345781326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02210074942559004,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,0.0018065337790176272,0.0,-0.005113509250804782,-0.004846934694796801,-0.015040261088870466,0.02977603394538164,-0.017257248051464558,0.027850554208271205,-0.0043689466547220945,0.22112285811454058,-0.026115443324670196,-0.00174991087988019,0.004150146269239485,0.0037961825728416443,-0.018373123602941632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06760233966633677,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,-0.010052983881905675,0.0,-0.005868393694981933,0.003994579426944256,-0.02545529615599662,0.009009789675474167,-0.022547892294824123,0.016402812208980322,0.0009062803583219647,0.1652446559164673,-0.008985646185465157,-0.005506479763425887,-0.0015905234031379223,-0.014995433390140533,-0.020531629910692573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0991813454311341,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA-AcGum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BA-AcGum-ArGal-Inulin-Pectin-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0
BA-AcGum-ArGal-Inulin-Pectin-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.2
BA-AcGum-ArGal-Inulin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2
BA-AcGum-ArGal-Pectin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2
BA-AcGum-Inulin-Pectin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2
BA-ArGal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BA-ArGal-Inulin-Pectin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,0.0,-0.007406899705529213,-0.001043208409100771,0.012867655837908387,-0.00028377328999340534,0.00882193399593234,-0.01376730902120471,0.028126706602051854,0.0032152936328202486,0.258331292308867,0.01619028695859015,-0.009738650172948837,0.004884845577180386,-0.006612118799239397,-0.03274768916890025,0.0,0.0,0.0,0.0,-0.02800772269256413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,0.0,-0.011853360881408056,-0.000736443946758906,-0.00029949160913626355,0.0033314209431409836,0.014436928555369377,-0.018769286883374054,0.03504470083862543,0.002732282504439354,0.22830602278312048,0.01168427305916945,-0.006049710636337598,-0.0004342452933390935,-0.0074722785502672195,-0.029854446028669674,0.0,0.0,0.0,0.0,-0.011057342092196146,0.0114138542364041,-0.003849488372604052,-0.005698280408978462,-0.015147134040792784,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.0,-0.016978890635073185,-0.00787920132279396,0.007941897337635359,-0.0033748463417092958,0.019437925579647224,-0.017580322300394375,0.02784422319382429,-0.00028961803764104843,0.2583786187072595,0.0021016684671243033,-0.010290302336215973,0.0028238960852225623,-0.013212005918224653,-0.037755745463073254,0.0,0.0,0.0,0.0,-0.006416810055573781,0.006778304154674212,-0.012447877476612726,-0.0068464335054159164,0.0,-0.021470778932174046,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,0.0,-0.00836834559837977,-0.008942262890438238,-0.0009833462536334991,0.0016476335003972054,0.018653566017746925,-0.025289138158162434,0.026737564553817112,-0.0011367204909523327,0.2375014734764894,0.0018947655335068703,-0.00856694858521223,-0.0038590884457031884,-0.007502345368266106,-0.03567720794429382,0.0,0.0,0.0,0.0,-0.00799575944741567,0.011637844145298004,-0.004504940162102382,0.0,-0.022436732426285744,-0.023579655836025875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.0,-0.011657444449762503,-0.0036867170905073485,0.006829813743631045,0.0022331333408753076,0.020962678516904514,-0.014920326881110668,0.029039017856121063,-0.00020236646135648093,0.23717046342790127,-0.0017514582723379135,-0.0033241535226504007,-0.004341943189501762,-0.008971191942691803,-0.03573448769748211,0.0,0.0,0.0,0.0,-0.006856195939083894,0.010485178790986538,0.0,0.0005050649245580038,-0.02011311675111453,-0.02619686008741458,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,0.0,-0.019266583335896332,-0.0060823264842232065,0.003829894276956717,0.0018677820141116779,0.007425618668397267,-0.02186210546642542,0.026552764388422172,-0.0023994998385508857,0.23429056784758964,0.006786948069930077,-0.011230692577858766,-0.0016219783574342728,-0.008505459253986677,-0.03496084952106079,0.0,0.0,0.0,0.0,-0.005963660155733426,0.0,-0.0037728470439712205,0.0010642666990558307,-0.019311257948478062,-0.024554791239400704,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,0.0,-0.010551774874329567,-0.004463454242795706,0.005992718506604433,-0.008658863138407469,0.011517947539687157,-0.02139420434832573,0.030459963250905275,0.003403782844543457,0.2890361761674285,0.0035969996824860573,-0.007642870303243399,0.007268981076776981,-0.012554340995848179,-0.03429459175094962,0.0,0.0,0.0,0.0,0.0,-0.00926161278039217,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.0,-0.02332392583290736,-0.004614283641179402,0.0012649291505416234,0.005785408740242322,0.013938132983942827,-0.021698836237192154,0.03433684694270293,-0.0008694343268871307,0.23873112878451744,-0.001680052528778712,-0.004415835564335187,-0.0033541060984134674,-0.006910630812247594,-0.041021316001812615,0.0,0.0,0.0,0.0,0.0,0.004059591641028722,-0.008347723633050919,0.0010222351799408595,-0.017338062326113384,-0.024968108783165615,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,0.0,-0.00029944092966616154,-0.008971528615802526,-0.006201324984431267,0.005011750850826502,0.01024020416662097,-0.020109347999095917,0.027835765853524208,0.000383022241294384,0.2112851410638541,-0.00024409429170191288,4.2004743590950966e-05,-0.013040413148701191,-0.00480221607722342,-0.027157305739820004,0.0,0.0,0.0,0.0,0.0,0.0,-0.049685625126585364,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,0.0,-0.007395072840154171,0.002051382092759013,0.0068898191675543785,0.0045440588146448135,0.007079595932736993,-0.008106534602120519,0.036672402173280716,0.003339268732815981,0.21779425092972815,0.009964828612282872,-0.004645994631573558,-0.003279293654486537,-0.0017717438749969006,-0.025671413401141763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0601496328599751,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,0.0,-0.03674441191833466,-0.006500993389636278,-0.0036878634709864855,-0.03124601929448545,0.028516001999378204,-0.020003890385851264,0.0273045051144436,-0.0008672366384416819,0.20097152283415198,-0.008982961997389793,-0.0025735830422490835,0.00509027554653585,-0.00015042838640511036,-0.027304802555590868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08062468050047755,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,0.0,-0.008833442348986864,-0.004546806449070573,0.012062848079949617,-0.021257741143926978,-0.002295695710927248,-0.014865440782159567,0.013458010507747531,0.0024063140153884888,0.15746802068315446,0.005940294358879328,-0.005708208307623863,0.007538318634033203,-0.011754823848605156,-0.028122160583734512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12019840907305479,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
BA-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BA-Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BA-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BA-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BA-none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BH-AcGum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BH-AcGum-ArGal-Inulin-Pectin-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0
