Experiments,BLabs<--ACabs,BLabs<--BAabs,BLabs<--BHabs,BLabs<--BLabs,BLabs<--BUabs,BLabs<--CAabs,BLabs<--CCabs,BLabs<--CHabs,BLabs<--DFabs,BLabs<--ELabs,BLabs<--ERabs,BLabs<--FPabs,BLabs<--PCabs,BLabs<--PJabs,BLabs<--RIabs,BLabs<--pH,BLabs<--Lactate,BLabs<--Butyrate,BLabs<--Acetate,BLabs<--AcGum,BLabs<--ArGal,BLabs<--Inulin,BLabs<--Pectin,BLabs<--Starch,BLabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Pectin,0.001282644661841914,0.0005677835433743894,0.0,-0.004450450018339325,-0.00041477277409285307,-0.000510555924847722,-0.0017231959791388363,0.006699554855003953,0.0013549779541790485,0.0033024001168087125,-0.004435048140294384,0.001943841460160911,0.0004412191337905824,0.0,-0.002070358779747039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019880401086993515,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Starch,0.000586085399845615,-0.0037114753504283726,0.0012674562458414584,0.004863540758378804,-0.014558856753865257,0.0,-0.0028788325143978,0.0054412028985098004,0.0025804152246564627,-0.0005102889845147729,0.0041706201154738665,0.003569232561858371,-0.0033248510444536805,0.0,-0.00023915932979434729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027449107728898525,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Xylan,-0.00166540767531842,-0.0022317241528071463,0.007751788420137018,0.009950102161383256,-0.0023768209503032267,0.0,-0.0036312075390014797,-0.0003666425764095038,-0.0006257900968194008,0.0012429955822881311,0.0008326489478349686,-0.009858351870207116,0.0031002259347587824,0.0,-0.001481119223171845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000640696962364018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum,0.0,0.001199758866277989,-0.00029414731397992,-0.0030716764158569276,-0.0003300925891380757,0.0,0.0005480318795889616,0.0,-0.00030379995587281883,-6.823564763180912e-05,0.002136706141754985,0.0,0.0,0.0016866056248545647,0.00028860894963145256,0.0,0.0,0.0,0.0,-0.0017917595396284014,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.0018999368185177445,-0.007741275670317312,-0.0009252199282248815,0.0105043548780183,-0.008770275162532926,0.00019720689548800388,0.0028630339074879885,-0.002725764294154942,-0.0003657260288794835,-0.014536437578499317,-0.0005428368846575419,0.0020037462624410787,0.0,-0.006665294989943504,-0.004020766820758581,0.0,0.0,0.0,0.0,0.003907319158315659,0.003802758020659288,0.004880681013067563,0.008427457185462117,0.011606976855546236,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.001906808737354974,0.021969834342598915,-0.0023313025012612343,-0.00418396001138414,-0.016108907138307888,0.0004491691167155902,-0.0025480554128686586,0.00012107375854005416,-0.0020967754535377026,-0.005299100652337074,-0.0047342336911242455,0.0007577214079598585,0.0,-0.005866889376193285,0.009524697127441565,0.0,0.0,0.0,0.0,-0.005169427177558343,0.0033054419327527285,0.013599434877202535,-0.005576387755960847,0.0,0.006094475344677146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.000941270108645161,-0.001649964212750395,0.0002545138510564963,-0.00045750026280681294,-0.006041798954053472,0.001288547491033872,-0.0028159761180480323,-0.0012417830196985353,0.00016155963142712912,-0.0030746192981799445,-0.0011565301877756913,0.0,0.0,-0.0018625628824035327,0.003129048893849055,0.0,0.0,0.0,0.0,0.006917810591403395,0.00196927822738265,0.003754457662580535,0.0,0.0017667886956284444,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.0024354855995625257,0.014715268121411404,-0.0031876172870397568,0.027174266598497827,-0.010098341891231636,0.0067004612646996975,-0.006329022891198595,-0.005206092881659667,-0.004751351472805254,-0.0005715018681560954,-0.004075645042272906,-0.006110659975092858,0.0,-0.01114018315759798,-0.0013791255187243223,0.0,0.0,0.0,0.0,-0.006623084458018032,-0.0019239562485987942,0.0,0.00732079625595361,0.0033203369239345193,0.004600939127461364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.004200515026847522,0.013981773425863745,0.006352233234792948,0.021131304131510358,-0.024170885017762583,-0.00129818186784784,-0.0005593185778707266,-0.007656446968515714,4.186884810527166e-05,-0.0005294310006623467,0.0,-0.0008085679728537798,0.0,-0.00437709145868818,-0.00414279355512311,0.0,0.0,0.0,0.0,-0.004976194507131974,0.0,0.010972355026751757,-0.0022668178814152875,0.0023957593512022868,0.0001109498164926966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-ArGal,-0.009015992371132597,0.0,0.00023404907551594079,-0.003608049650210887,0.0009621162244002335,0.003435641760006547,0.0018565159698482603,0.004848102806136012,-0.00024472048971801996,-0.0048242679331451654,0.006708099965180736,0.0,0.0,0.0006848755947430618,0.0009187476243823767,0.0,0.0,0.0,0.0,0.0,-0.001955118576006498,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.004209360806271434,-0.0019385362975299358,-0.002341396058909595,0.025762768927961588,-0.016357794316718355,0.003906361642293632,-0.004915386438369751,-0.004380838363431394,-0.001275021970892946,0.0012910667962084215,-0.005537054656694333,-0.005031222943216562,0.0,0.002737008190403382,-0.011044654112386828,0.0,0.0,0.0,0.0,0.0,0.005537581242000063,-0.007643662587118645,0.003775006470580896,0.003771989761541287,0.009474423908007642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Inulin,0.010234930639853701,-0.011724856070941314,-0.0016037437308114022,0.10874731233343482,-0.06956450149300508,0.005960313210380264,-0.009327219828264788,-0.005417136853793636,-0.00609295122558251,-0.03703687230881769,-0.0010377531289122999,0.0009095702116610482,0.0,-0.013214439110015519,-0.0056621861876919866,0.0,0.0,0.0,0.0,0.0,0.0,0.04734665423166007,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Pectin,0.0008223569093388505,-0.00048610466183163226,-0.0007924748933874071,0.006697808654280379,0.0010389801464043558,0.0012111787145840935,-0.007548815818154253,0.0038405578889069147,-0.0017221688758581877,0.0017036978679243475,-0.0016755058823036961,-0.001558300806209445,0.0,0.0031569006969220936,-0.005255080555798486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005669706151820719,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Starch,-0.00016474213043693453,-0.005460967775434256,-0.002036446356214583,0.003831148729659617,-0.0054597092675976455,0.0018560260068625212,0.00017160235438495874,-0.004116472904570401,0.001874962355941534,-0.0005446081049740314,0.006397759832907468,0.001848384170443751,0.0,0.007548944791778922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005745881702750921,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Xylan,4.2796338675543666e-05,0.0027172965928912163,-0.003970502060838044,0.0016645187279209495,0.01570046617416665,0.0036187433870509267,0.004645473731216043,0.0016477284952998161,-0.0033058160333894193,-0.012204638391267508,0.004022729437565431,0.0011160398426000029,0.0,-0.010910068871453404,0.0037718585517723113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008556625922210515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum,-4.3048610677942634e-05,0.0,-0.00015966291539371014,0.007047890569083393,-0.004613038036040962,0.0,-0.003426305396715179,-0.0017221688758581877,-0.0017221688758581877,0.0021448242478072643,-0.0027877788234036416,0.0,0.0016195654170587659,0.00028887760709039867,-0.0018258660566061735,0.0,0.0,0.0,0.0,0.0051988797495141625,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.0013469383120536804,-0.00576401618309319,0.0004624505333291988,0.014952284206325809,-0.0008032846574982008,0.005668834414488326,-0.006928436613331239,0.011550966495027145,-0.003922358465691407,0.005174592602998018,-0.007377668982371688,0.0,-0.005096882892151673,-0.004643949136758844,-0.003987076731088261,0.0,0.0,0.0,0.0,0.0004321222271149357,0.003468271732951204,0.0,0.001434312667697668,-0.0032732229058941207,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.006917551188962534,-0.007685337603713076,0.0006440908279425154,0.020000456056247156,-0.013160000608574288,0.011027274886146188,0.0017786204504470031,0.0053246036016692715,-0.001145264133810997,3.7308306976531945e-05,-0.0004938934095359097,0.0,-0.011193952586230202,-0.011718232107038299,-0.003973597631556913,0.0,0.0,0.0,0.0,0.007906692878653606,0.005837014886007334,0.0024268687702715397,-0.006828876134629051,0.0,0.008133774739690125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.0014978862988452117,-0.00022495122781644264,0.0,0.009326965780928731,-0.0023870329993466535,-0.004951612281729467,0.0,0.0020389057074983916,0.0,-0.0038225560759504638,-0.0011652037161790456,0.0,-0.007072037551552057,0.0,0.0009476412863781055,0.0,0.0,0.0,0.0,0.0007458126250033578,0.002066149997214476,0.00442215520888567,0.0,0.0,0.0015736495455106099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.004989914518470566,-0.0036746085776636996,-0.000216908132036527,0.019340760850658018,-0.0038368706591427326,-0.0009740442037582397,-0.0005437540045628945,-0.001538416293139259,-0.00024745411550005275,0.0028065554021547237,-0.003338937026758989,0.0,-0.004112130535456042,-0.01185855552709351,-0.0037696848545844355,0.0,0.0,0.0,0.0,0.0038001276552677155,0.0019369689980521798,0.0,0.00685099729647239,0.004365868245561917,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.001752861726951475,0.006348459205279748,-0.000699749100022018,0.019604457231859367,-0.013319382133583227,0.0,0.005014812418570121,-0.0005915334525828561,-0.0010662088170647621,-0.004575565234214689,-0.0016255766774217288,0.0,-0.000602380644219617,-0.010373693580428759,-0.005309540235127012,0.0,0.0,0.0,0.0,-0.006799481809139252,0.0,0.01037525199353695,-0.0028948038816452026,0.0064813556770483656,0.0017864407661060493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-ArGal,0.0002842576359398663,-0.0017681355820968747,0.004328937153331935,-0.0008505541482008994,-0.003475129051366821,0.002553704660385847,0.0017046659486368299,0.0028639361553359777,-0.0020138511717959773,-0.0027632563142105937,-3.752947668544948e-05,0.0,0.006692561320960522,-0.0035381068009883165,0.007080200768541545,0.0,0.0,0.0,0.0,0.0,-0.01106170109778759,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.0010847968515008688,-0.002512063831090927,-0.0012536596817274888,0.017174350524631638,-0.0004191651629904906,0.0010393741152559717,0.0033679286328454814,-0.0010847968515008688,-0.0023925083223730326,-0.000409503816626966,-0.011450655059888959,0.0,-0.004505262593738735,-0.0040913415141403675,-0.0002864190998176734,0.0,0.0,0.0,0.0,0.0,0.000596359915410479,0.0028444125006596246,0.0014171905349940062,0.0,0.0008809628585974375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Inulin,0.0015249006100930274,-0.0007403679774142802,-0.004008774150861427,0.057359512633411214,-0.034101135563105345,0.008254819666035473,-0.004041409702040255,-0.0048882076516747475,-0.0030107704224064946,-0.009967334452085197,0.0021725236656493507,0.0,-0.046950030722655356,-0.005261306912871078,-0.0010440733676659875,0.0,0.0,0.0,0.0,0.0,0.0,0.08393523085396737,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Pectin,-0.006733474147040397,0.0017230362864211202,-0.0022118878550827503,0.00398380882688798,0.0008279564790427685,-0.001835350412875414,-0.0012429919734131545,0.0028083553188480437,-0.0001989214215427637,0.000932296912651509,-0.004002316854894161,0.0,0.006306900584604591,0.0024564043269492686,-0.001333352061919868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014804640086367726,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Starch,-0.005794382654130459,0.001132954959757626,-0.0002835043705999851,-0.0029879669891670346,-0.010396616533398628,0.00040726829320192337,0.007380290189757943,0.013749549863860011,-0.0005694124847650528,-0.0014611973892897367,-0.000607294263318181,0.0,-0.0003710617311298847,0.0024152282858267426,-0.0011056485818699002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001508206594735384,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Xylan,-0.0012921268062200397,0.0046756763476878405,0.0,-0.021366875967942178,0.04566385457292199,0.004050886258482933,0.0025759711279533803,-0.001557640265673399,-0.0009352524066343904,-0.008699891390278935,-0.006126549327746034,0.0,0.003365299664437771,-0.0017532606143504381,-0.0038450825086329132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014755008684005588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum,0.0027558959554880857,-0.00230942404596135,-0.0003160939086228609,0.006413231931219343,-0.0001325998455286026,0.0029952728655189276,-0.004719511074654292,-0.0070714879693696275,-0.0004687258042395115,0.0003270223969593644,0.0,-0.0005833994073327631,-0.0014630560763180256,0.0,-0.00361547467764467,0.0,0.0,0.0,0.0,0.008188349660485983,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,0.0,-0.0033887376387914023,-0.0014572358001411583,0.008934646311293667,-0.0038620734121650457,0.0005527001339942217,-0.00041183697370191413,-0.003241712639767987,-0.00038957386277616024,0.0009195085925360521,0.0,0.0012052321011045326,-0.0016782862755159538,0.0,-0.0007410250448932251,0.0,0.0,0.0,0.0,-0.001083990588085726,0.00025727351506551105,0.005166931077837944,0.0,-0.0007818194959933559,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,1.3739491502443949e-05,-0.00709423372366776,0.00018699156741301218,0.01770405750721693,-0.007443025931327914,0.0014516455121338367,0.0005211002814273039,-0.008418715869386991,-0.008016417579104504,0.0,0.0,-0.001794295312720351,-0.0040403824095847085,-0.0033921560971066356,-0.0005211002814273039,0.0,0.0,0.0,0.0,0.00165936834916162,-0.0008956746508677801,0.007758258143439889,-0.0006074916648988923,0.0,0.012928332667797804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.00492257799487561,-0.002358705891917149,-8.784482876459758e-05,0.012316604726947844,-0.017595611745491624,-0.000638908085723718,0.003993552178144455,-0.0018954830011352897,-0.0006649115433295568,0.0005267658270895481,0.0,0.0007297471165657043,-0.0041175385704264045,-0.0071675339713692665,-0.00022128185567756495,0.0,0.0,0.0,0.0,0.0020011387144525847,0.006834384325581293,0.003390994582635661,0.0,0.0023568294321497283,0.007520380585143964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.002641132101416588,-0.0007248771144077182,0.0,0.013165459075632194,-0.01623326602081458,-0.0004990530045082172,-0.0003769799368456006,-0.00124598639861991,-0.0007680337876081467,-0.0007138082388943682,0.0,0.0013484486068288486,0.002927143592387438,-0.0010428788761297862,-0.0038510231437006346,0.0,0.0,0.0,0.0,0.0006451463171591362,-0.000993748428300023,0.0,0.0027118760626763105,0.0016399496234953403,0.0013704995702331264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,0.0031411388966565332,0.002537204151546272,-0.002945134687858323,0.007244129684598495,0.0010551564240207274,-0.0013364390470087528,-0.004926158251085629,-0.005358501221053302,0.00026922424634297687,-0.0018048158041589584,0.0,-0.0010007492577036221,-0.013197963436444601,0.0028989178438981376,0.0,0.0,0.0,0.0,0.0,0.001923986089726289,0.0,0.0067538421135395765,-0.0010231892423083384,0.0009052542348702749,0.004864097262422244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-ArGal,-0.0009936935966834426,-0.000498608045745641,0.0025545782991684973,0.011308438450214453,0.0006202933873282745,-1.8150865798816085e-05,0.0019345933687873185,-0.004074750751897227,-0.004167062521446496,-0.012215951377584133,0.0,-0.0029776768351439387,0.013269926916109398,-0.0054011391184758395,0.007787741633364931,0.0,0.0,0.0,0.0,0.0,-0.007128538942197338,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.0005380536119143168,-0.011622105026617646,-0.0076035731472074986,0.004766416929972668,-0.013769642149175828,0.0038040832926829657,-0.005907373037189245,-0.0014671905276676018,-0.0026150429621338844,-0.0021482404166211686,0.0,-0.004187887185253203,-0.00878040786483325,-0.014410434678817788,0.0034834055307631693,0.0,0.0,0.0,0.0,0.0,-0.0007221123669296503,0.034061460134883724,0.006064134029050668,0.004527577431872487,0.015988878401306767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Inulin,-0.00463494099676609,-0.008032639976590872,-0.008691463037393987,0.07870944583555683,-0.041392742889001966,0.0006124257342889905,-0.02404739987105131,-0.011555361561477184,-0.004537452710792422,-0.015301917563192546,0.0,-0.0038818481261841953,-0.011970417806878686,-0.0020939275855198503,0.0029300088062882423,0.0,0.0,0.0,0.0,0.0,0.0,0.05388823174871504,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Pectin,0.0009472404417465441,-0.0022301957942545414,0.00016089132986962795,0.006434679504309315,0.001119827851653099,0.0012369088362902403,0.0,0.0,-0.004279604967450723,0.0023353429860435426,0.0,-0.0018529676890466362,-0.0009112405678024516,-0.0017266441718675196,-0.002158654955564998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009244171960745007,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Starch,-0.0008219969386118464,-0.005816671357024461,-0.00037705849535996094,0.013832798576913774,-0.0067811706103384495,0.0025162618258036673,0.00635268515907228,-0.0044818707392551005,0.0015002496365923434,0.0011159053537994623,0.0,0.003815603908151388,-0.004253236162185203,-0.0013884036452509463,-0.0036685933664557524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015445031458511949,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
